codeibge,mun,state,region,alcance_2002,alcance_2006,alcance_2010,dgdpH_1_2002,dgdpH_1_2006,dgdpH_1_2010,dgdpH_2_2002,dgdpH_2_2006,dgdpH_2_2010,dilma_vs_2010,dilma_vs_2010_2,distcap,fam_2002_cct,fam_2006_cct,fam_2010_cct,families_2002_ba,families_2002_be,fhc_vs_1998,gini_2000,hdi_2000,incgov_2002,incgov_2006,incgov_2010,lula_vs_1998,lula_vs_2002,lula_vs_2002_2,lula_vs_2006,lula_vs_2006_2,mayorpty_2000,mayorpty_2004,mayorpty_2008,nonwhite_2000,nonwhite_2010,pent_2000,pent_2010,pib_2002,pib_2006,pib_2009,poor_covered_2002,pop_2002,pop_2006,pop_2010,psdb_vs_1998,psdb_vs_2002,pt_vs_1998,pt_vs_2002,pt_vs_2006,pt_vs_2010,serra_vs_2002,serra_vs_2002_2,spentH_2002_cct,spentH_2006_cct,spentH_2010_cct,targetalcance_2006,targetbf_2006,tot_fam2002,valid_2002,valid_2002_2,valid_2006,valid_2006_2,valid_2010,valid_2010_2,valid_depfed_1998,valid_depfed_2002,valid_depfed_2006,valid_depfed_2010
1507003,SANTO ANTONIO DO TAUA,PA,N,0.15579255541614387,0.3363500641143066,0.48723653132381056,0.06153139423420128,0.08322164201759197,0.07612397101189355,0.17091643584802796,0.03335741777279371,0.007471872297067038,0.552853630987974,0.588511785442732,0.5338070853775271,745,1809,3201,54,691,0.6184,0.527,0.694,25,25,12,0.2241,0.32987,0.41635,0.58728,0.62788,25,40,45,76.11,79.34,17.28,26.73,35324.30826,43583.72128,50290,0.23130752218333836,20405,21836,26673,0.20196525706264257,0.35943775100401604,0.05755395683453238,0.06343556042351223,0.053740294,0.1065040093208142,0.37273,0.58365,0.18113584530522517,0.712415706270471,1.581958159937015,0.42874313976918843,2305.92,4782,10195,10448,12740,12512,15051,14467,5699,10956,13007,14591
1507102,SAO CAETANO DE ODIVELAS,PA,N,0.173392345743296,0.43565512048192767,0.5132644603635071,-0.05012689998825219,0.0767173090658351,0.027758998842273817,-0.04012244142378463,0.0312985939454299,-0.08088410423914064,0.487094837935174,0.519732514799386,0.949143154993574,666,1463,1993,158,508,0.6327,0.473,0.7,45,45,13,0.2408,0.34454,0.36854,0.63851,0.68166,14,45,15,77.96,80.85,9.45,15.04,25698.99787,26846.61733,28275,0.2885304031005841,15314,14608,16891,0.11556511536957371,0.3409359024773889,0.03480641376613219,0.0563638746886879,0.091457753,0.16246023329798515,0.43165,0.63146,0.2054748373812772,0.822341528429899,1.5843822153809723,0.45542189211391015,1529.38,3841,7140,6911,8631,8070,9996,9122,5114,7629,8616,9430
1507201,SAO DOMINGOS DO CAPIM,PA,N,0.3811604334148899,0.34332040582048345,0.5718476548094009,0.011376032951437064,0.11292622367815411,0.17880053891111714,0.027720148328489378,0.04381919602133953,-0.06654114918646892,0.511922012910025,0.515028543916363,0.854230801544069,2181,2222,3425,711,1470,0.63484,0.568,0.625,15,45,45,0.2513,0.32327,0.34481,0.51091,0.59451,25,22,14,82.67,87.85,11.98,19.24,28615.59577,35741.80221,41195,0.5027573184568681,28779,32231,29827,0.19031273836765827,0.2465899197059108,0.08047292143401984,0.14704459707845602,0.232265972,0.3341391702058151,0.48517,0.65519,0.2739374608520256,0.7271853745051807,1.6038696483052268,0.45027197418634235,2914.2,5722,9271,9208,12695,11988,15182,14539,5244,10337,13054,15305
1507300,SAO FELIX DO XINGU,PA,N,0.07788390889052167,0.2299227512974434,0.1925229754745709,0.16625113276813244,0.06163067768465225,-0.06714179220571914,0.44894177025545023,0.05306085089296632,-0.08940674196770808,0.463338895068595,0.485544342060358,6.93204464057452,636,2311,4225,115,521,0.80214,0.753,0.709,25,25,13,0.10780000000000001,0.39128,0.57613,0.44805,0.53041,22,22,44,67.08,74.7,21.94,21.87,164242.9643,172983.3774,180559,0.17874350834351932,36668,41813,91293,0.16589227327482362,0.011016569637259293,0.05024952675959388,0.1360501567398119,0.113078493,0.16819096396561184,0.19717,0.42387,0.07607288562349869,0.3902971038392948,0.55408432190858,0.25391888647071487,2552.19,8166,10118,9687,17670,16985,21576,20511,5811,11165,18129,21868
1507409,SAO FRANCISCO DO PARA,PA,N,0.28896300788356577,0.3201680464599036,0.3823006054224796,0.002314518259069593,-0.06426354876098511,0.11050073626797989,-0.20184642107152256,-0.002005738772502044,0.04230002987999393,0.505057316250843,0.540058651026393,0.848028703999897,953,1322,1482,225,728,0.6612,0.571,0.69,15,45,45,0.1728,0.30457,0.3968,0.51207,0.62503,22,45,45,73.86,82.76,10.57,16.83,19700.70853,19732.65076,25114,0.4626813460844234,14798,16186,15196,0.4574043651724947,0.5658132530120482,0.03285613705702887,0.05271084337349398,0.031814711,0.09018536121673004,0.47185,0.6032,0.2862834910798505,0.7418605624697918,1.2303191629376151,0.38121551958482636,1574.07,3298,6235,6255,7749,7502,8898,8525,4261,6640,7858,8416
1507508,SAO JOAO DO ARAGUAIA,PA,N,0.14548073460568958,0.3399337478932992,0.4690607650771922,0.04806852741204622,0.008986002530906614,0.00787119557551066,-0.03361273815519358,0.034943683844373026,0.00753020861812601,0.62928593897452,0.670021186440678,4.35658365609432,404,1396,1472,18,386,0.67453,0.617,0.582,11,17,45,0.2094,0.43735,0.47277,0.57988,0.65248,18,23,45,78.62,85.11,10.59,19.8,16290.60805,22581.92591,20754,0.18883301913980632,13659,17207,13149,0.27399779330636265,0.12304093567251462,0.08164766458256711,0.1943859649122807,0.207160293,0.2705561788748197,0.22167,0.52723,0.13751077483761,0.7459620297488085,1.5323439044794283,0.37436786772825015,1537.41,2777,3839,3875,5884,5450,6358,5664,2719,4275,6145,6239
1507607,SAO MIGUEL DO GUAMA,PA,N,0.2623721027354354,0.4056085211874199,0.4412009237875289,0.09627113871256165,-0.010061127258192568,0.10890820455945406,0.007828416859728866,-0.016791327329230107,0.02853013015554633,0.42210046426032,0.446142970751966,1.14969804095314,2513,4732,5572,329,2184,0.69675,0.597,0.67,25,45,23,0.1552,0.32242,0.40656,0.56535,0.63351,13,14,43,80.89,88.99,7.34,13.59,66224.52116,65501.97253,82738,0.4466896551329406,43140,47599,51527,0.19484662576687117,0.23167293233082706,0.03766871165644172,0.048402255639097745,0.069756488,0.06499638436343529,0.42891,0.59344,0.27099761679917767,0.9756210995335739,1.401576649135405,0.3354773335574277,3913.82,9578,16246,15112,20833,19823,23909,22634,8150,17024,21231,23509
1507706,SAO SEBASTIAO DA BOA VISTA,PA,N,0.3095505617977528,0.5386265745631856,0.619295762341634,0.09935374768307696,0.053247408429307155,0.02325462060625303,0.16786658404892843,0.03707137866752838,0.0017215544227228519,0.679397481274179,0.68253684680661,1.20159758983129,1102,2138,2858,NA,1102,0.63861,0.497,0.666,15,45,45,0.2619,0.52031,0.56417,0.68732,0.72109,15,25,12,73.18,81.2,20.04,32.52,23561.21884,22569.27148,26393,0.4354531233527267,18240,19688,22890,0.019116977696859355,0.11942798247874259,0.17159763313609466,0.3149961350167483,0.503312629,0.5090787939363651,0.28754,0.43583,0.3458487012952749,1.1327316606883273,1.8184775010921799,0.42637911418122715,1692.45,3560,7286,7613,9585,9340,12149,11195,4394,7762,9660,12006
1507805,SENADOR JOSE PORFIRIO,PA,N,0.20859598853868194,0.40605444822557124,0.6344591475611633,0.03507370034583666,0.19618770423117038,-0.022096431027987144,0.06265854973954095,0.17906872639969731,-0.02609650426218909,0.476356907894737,0.492098331870061,4.01419007765818,728,947,1870,127,601,0.70786,0.595,0.638,45,45,13,0.1704,0.4326,0.4732,0.45484,0.49823,45,43,15,82.18,86.7,9.94,15.45,20953.74104,23568.32375,24196,0.31737210318394843,14173,10285,12998,0.832807570977918,0.41866028708133973,0.05783385909568875,0.23046251993620415,0.257841141,0.3519184652278177,0.32085,0.5268,0.24314732601323055,0.8855841807008585,1.9208062778889061,0.7764258434613515,1810.78,3490,3472,3246,4916,4526,4864,4556,1902,3762,4910,5004
1507904,SOURE,PA,N,0.2940944881889764,0.44082794070402503,0.47759947814742343,0.09648991995413665,0.012075988695002919,0.03407604624918427,0.04480511980505548,0.03907985446663546,-0.01388416200166803,0.735703001579779,0.773262505533422,0.875199461569622,1494,2183,2496,659,835,0.53645,0.595,0.723,45,45,13,0.2258,0.35137,0.57056,0.77039,0.8217,22,45,13,83.63,84.73,8.43,12.31,36099.30287,36818.55081,39445,0.480782226890594,20479,21789,22995,0.0639320029563932,0.20188659899518097,0.08628972653362897,0.08622987798626064,0.105086542,0.25036490083283247,0.19375,0.42944,0.2979395282701515,0.8972267409033234,1.4137834311806916,0.380606361007848,1884.78,5080,9187,8518,11328,10516,12660,11295,5412,9753,11324,11647
1508001,TOME ACU,PA,N,0.3327596098680436,0.44001317523056654,0.49022472307746756,0.03909088793872489,0.0561217337442178,-0.005677911452245352,0.09668532049983561,0.057369221654005646,-0.04747113462546139,0.633311052569496,0.658302034751744,1.13600067967165,3480,5138,6268,927,2553,0.61803,0.617,0.676,45,45,13,0.2598,0.37196,0.44938,0.68106,0.72857,11,45,15,78.36,81.21,19.61,25.93,99769.53294,105319.8227,109322,0.6088588181216834,48508,51612,56514,0.18543863585371326,0.3768092547753565,0.1314785730311869,0.15130481571159538,0.144181977,0.38605269329997655,0.33539,0.55062,0.34332342573146996,0.9369986188213804,1.4900146866263229,0.32257470355731227,3766.68,10458,16843,15982,22443,21501,25433,24229,8914,18585,22860,25582
1508100,TUCURUI,PA,N,0.11793937386118933,0.28398495468139995,0.3863570832775541,0.13330269976088704,0.04628409744589281,-0.2342209408705127,0.4482918387182004,0.0742896009219834,-0.14324358587726044,0.543672120705442,0.603391847664386,2.88200635519315,2136,5719,8625,502,1634,0.65875,0.592,0.755,45,45,13,0.2199,0.43959,0.5307,0.6587,0.71552,15,14,23,70.72,74.71,17.19,22.68,1008151.251,1231501.029,1047968,0.29449504060424825,77728,87602,97109,0.11812699538843562,0.024845890871894264,0.04221355090457609,0.06395865299200516,0.122425297,0.27871175523349434,0.26508,0.4693,0.09865180648653733,0.6172730577208394,1.1677578803200526,0.2389912901531928,4812.9,18111,35265,34191,45218,43462,50238,47054,16914,37149,44811,46575
1508209,VIGIA,PA,N,0.15307837781046438,0.2589093665608566,0.46670285165546327,-0.0058131875659870325,0.13252108982055608,0.09518003758451224,-0.03693410651760268,0.08342788767733536,0.007807635512548802,0.561133737843903,0.60138485593031,0.7764657062578451,1457,2530,5175,107,1350,0.53189,0.6,0.731,45,45,13,0.2858,0.40563,0.48537,0.67384,0.73242,45,45,17,67.89,77.77,8.16,13.01,53763.69909,70573.94771,79243,0.25850847374098956,40756,42214,47902,0.11679287305122495,0.21532364597093792,0.04053452115812917,0.07287538529282254,0.072435377,0.2710209877091006,0.26409,0.51463,0.1829034764873122,0.702267225973143,1.4439589161204125,0.3764531956223054,3678.61,9518,17055,16748,21247,20566,24062,22385,11225,18168,20929,22537
1508308,VISEU,PA,N,0.37017334678528846,0.674352230119201,0.6340382138635522,0.011707746672437227,0.0608298499778609,0.035429031277406695,0.041644423122862956,0.04670628426973571,0.022099060955291683,0.814040149056377,0.820172985068204,2.64098521604008,4036,7500,7456,1416,2620,0.6878,0.6,0.605,45,45,13,0.1723,0.32316,0.48221,0.70015,0.76749,23,15,22,78.66,84.72,12.68,14.22,57898.09195,66744.27662,76688,0.45290007436964846,51806,53607,56681,0.45152801358234296,0.32453092425295343,0.0634125636672326,0.10081405738111784,0.196142306,0.21774098630781905,0.3257,0.51779,0.30855014400350733,1.3287351950950301,1.8672329351987438,0.5677182606749119,6314.04,10903,17762,17374,22051,20950,24957,23239,11780,20146,23330,25489
1506138,REDENCAO,PA,N,0.1614771904417089,0.31358437955191787,0.2927198198794782,0.15869396826130347,0.04436707162367306,-0.03500143576862574,0.1876275746844323,0.025312747380254994,-0.05750411655952801,0.432085188562845,0.466657191586129,7.5114092741604495,2676,5933,5801,1140,1536,0.78533,0.605,0.744,15,13,13,0.1134,0.36622,0.50364,0.47042,0.57874,45,25,40,67.57,72.7,16.49,22.41,282502.4035,276469.2862,277081,0.4188120926488975,65766,72085,75505,0.02179324358648717,0.009293074214164601,0.01031242062484125,0.05314986304943263,0.053505262,0.12146996035376639,0.25832,0.49636,0.1504655205917709,0.6545465868534671,0.9203887159790741,0.26478826108066866,5009.78,16572,28120,28149,33521,32004,37282,35180,19685,30668,33735,32790
1506161,RIO MARIA,PA,N,0.24050086355785838,0.2205195045294879,0.26248166121205285,0.027236912116905966,0.3165904403804617,-0.030897212987008565,0.04949835768738044,0.2087413432531111,7.940432073883445e-4,0.501325966850829,0.548215297450425,6.73255553493237,1114,659,1285,177,937,0.67763,0.629,0.718,45,45,13,0.2145,0.46131,0.56598,0.44593,0.55898,15,22,40,59.19,70.52,19.63,23.41,52918.21692,80489.76734,82744,0.566684409891278,15596,10818,17722,0.05475097138820205,0.03258084197681513,0.022077004592016954,0.03172666259914582,0.035075574,0.06733222407099279,0.24284,0.43402,0.2633888516649099,0.46305896672450125,0.7137292630628598,0.7018208911074136,2097.32,4632,7470,7267,8304,8172,9050,8825,5662,8195,8667,9015
1508407,XINGUARA,PA,N,0.050145583953413134,0.3538978585421874,0.25574273531658986,-0.202009730648863,0.2577103950646368,0.06713091692760234,0.1058122786885836,0.18167373870600023,-0.07919834403461083,0.420667462500649,0.480297397769517,6.47562724165914,465,2794,2767,NA,465,0.68108,0.601,0.739,45,45,13,0.2095,0.4198,0.51892,0.44588,0.55173,45,13,13,61.68,72.76,17.85,23.57,146860.4278,222975.3127,202677,0.13878825372509238,33622,29606,40573,0.05249942935402876,0.09690426638917794,0.04839077836110477,0.20889698231009365,0.162329692,0.15141448222164547,0.26521,0.48108,0.06990773018203682,0.6704324187439014,0.7471111330194957,0.41334991217996353,3263.37,9273,14102,14085,16150,15774,19267,18830,8762,15376,16294,19265
1506187,RONDON DO PARA,PA,N,0.15247348071775552,0.34023774049361927,0.41909183803806366,0.11473299647596734,-0.015369070142287392,-0.04077535314592804,0.051637957874896424,-0.009685031016210903,-0.0652694157491015,0.568776896355058,0.585764422022373,3.72083473728277,1538,3725,4654,224,1314,0.66137,0.599,0.685,25,15,15,0.2247,0.45211,0.54512,0.54726,0.61263,15,13,13,71.74,78.82,13.77,24.32,118861.8694,120516.8538,118307,0.33639297691778564,41703,46311,46974,0.642917408830974,0.37017087667161963,0.035623886753538954,0.11645616641901932,0.185179308,0.29645222570211016,0.25261,0.45488,0.15880782427802576,0.5686256429077923,1.1498177715331885,0.3287582561378507,3599.32,10087,14857,14518,18799,18246,19287,18236,10667,16152,18906,19477
1508159,URUARA,PA,N,0.21231766612641814,0.24578280255840754,0.3867450805008945,0.10249636761474927,-0.07999459464862317,-0.440105525666726,0.2699312770595374,0.006820078386028783,-0.2234776113590743,0.275406851029931,0.275682922741746,6.33234021904234,2227,3643,4281,393,1834,0.75497,0.596,0.713,45,45,13,0.1643,0.36283,0.41396,0.22111,0.27667,45,11,15,65.11,72.83,14.53,19.43,82792.98791,88283.71401,87750,0.604893635687801,49380,59881,44720,0.32625140833735716,0.28884673748103185,0.13825849026235312,0.22928679817905917,0.123305641,0.15423804725114768,0.37728,0.58604,0.2017204708026826,0.5884469818455084,1.2507974060822897,0.19661342328952425,2914.21,10489,12105,12721,16033,15300,17574,17901,6213,13180,16009,17862
1504455,MEDICILANDIA,PA,N,0.22701652089407193,0.37000220935884404,0.3652853290576488,0.37705496282951834,0.009151016143118262,0.21141762332619923,0.9151830460806886,0.036617012302229385,0.06059262425780672,0.401117123407226,0.394032740714663,5.3500872325150794,1168,2227,2666,113,1055,0.73675,0.655,0.71,45,45,13,0.1697,0.35009,0.38016,0.22304,0.28062,15,13,25,62.7,73.58,19.25,19.89,56373.88549,50923.94261,65057,0.4672756332339953,21735,22631,27442,0.34138785625774476,0.24611398963730569,0.13733994217265594,0.3182210708117444,0.136683976,0.3514972144846797,0.3949,0.61984,0.267779911663918,0.821544392536074,1.2753986589898696,0.30346328487472934,1826.51,5145,8435,8962,10608,10395,11458,11362,4842,9264,10784,11488
1507458,SAO GERALDO DO ARAGUAIA,PA,N,0.042264266097039975,0.3005484178841495,0.5084650562851782,-0.006025241062337331,-0.004822748671896045,-0.022578277905303902,-0.07765910414811938,0.008195536570788852,-0.04315557028297888,0.535229427379598,0.55620377978636,5.49382778605835,277,2094,3327,NA,277,0.77898,0.63,0.691,15,45,45,0.1024,0.29984,0.37359,0.50277,0.58684,45,45,15,68.13,76.74,19.42,25.15,55998.5412,65401.88695,62935,0.07242860880681366,27531,27242,25584,0.11394465545306566,0.4823453489444086,0.011756194610236933,0.10684982022679082,0.224627561,0.32983786999851256,0.45091,0.62641,0.04234046389626252,0.6781445301939406,1.635140712945591,0.49142393363189196,3423.88,6554,9625,9374,12628,11700,13185,12170,5529,10847,12888,13446
1502756,CONCORDIA DO PARA,PA,N,0.25194920917799063,0.4111534795042898,0.4752191630346196,0.0789156340951608,0.07335893750382318,0.09934027173008372,-9.535353788222478e-4,0.0734654286230599,0.01863763860166154,0.546885961493491,0.551461143224149,0.855955322593116,1131,2280,2954,386,745,0.5668,0.571,0.66,11,15,15,0.3158,0.40051,0.43307,0.52437,0.57154,13,13,13,80.98,85.53,23.48,23.23,28095.46954,36810.81602,41174,0.3619283886314203,22157,25176,28221,0.12673956262425448,0.2172537899443778,0.20899602385685884,0.2646962591340386,0.294465146,0.4704703161141095,0.36277,0.56693,0.23304192347665265,0.8088370011632127,1.404608624782963,0.3922133698760724,2174.97,4489,8267,8225,10893,10428,12829,12456,4024,9169,11003,12970
1505536,PARAUAPEBAS,PA,N,0.23030472462957785,0.2687875032817012,0.2309742630341297,-0.11273836416003831,0.038739211840094906,-0.241002998517499,-0.09857634823202649,0.03204697618361806,0.18639337494155006,0.475091321325104,0.548248476070729,5.359218998425351,4119,6899,9584,1217,2902,0.5354,0.674,0.741,45,45,13,0.3272,0.52953,0.66566,0.61733,0.71494,14,13,13,71.93,76,20.99,25.32,1208423.086,1779658.027,2712998,0.5181208653083866,78303,95225,153942,0.2546619710178396,0.0704903296894482,0.08937128341319785,0.17368863629773537,0.186416128,0.2056564735587039,0.14662,0.33434,0.19631906279670094,0.650988118127256,0.5850127320679217,0.2115449986873195,5429.75,17885,34442,35398,52102,51638,63512,62831,17321,34487,50398,57032
1502772,CURIONOPOLIS,PA,N,0.17427861647238677,0.6897881755531374,0.5777420060125718,0.072710973998123,0.20258544868603914,-0.02079267784934804,0.09790494517652619,0.15840501979452745,-0.027754598350850694,0.602345531545228,0.6101504603638,5.2566430450467,912,2563,2849,NA,912,0.54813,0.59,0.682,45,45,13,0.2989,0.37293,0.46523,0.64875,0.71322,15,15,15,70.43,79.13,16.03,18.65,32362.79638,39307.23623,41487,0.28815908808265006,17863,13785,18295,0.4279094635537337,0.18464642174559354,0.10782391730529317,0.13516670205988532,0.224348685,0.14789508485783556,0.28821,0.53477,0.25200678454545883,1.9236605820592536,1.956682153593878,0.8170962132752992,3036.03,5233,8570,8254,8020,7783,9209,8906,5611,9418,8099,9074
1503077,GARRAFAO DO NORTE,PA,N,0.2924565560821485,0.29953984661553845,0.6172591912498502,0.07180342640074228,0.09990489802628659,-0.015627662893478955,0.21701535013110734,0.04991840007194075,0.010393267945046542,0.673723536737235,0.64335082021817,1.69881185958682,1481,1773,3391,7,1474,0.78051,0.598,0.578,45,45,13,0.1065,0.2054,0.29792,0.4323,0.52716,40,45,15,74.53,86.41,8.81,8.94,27717.38095,34330.51306,36215,0.3858774984590955,25010,26991,25051,0.5266599597585513,0.37525020605204285,0.07721327967806842,0.07618038384551984,0.129159859,0.24868891084593753,0.34847,0.70208,0.3174547807395558,0.6663598872496992,1.8642026266416512,0.4967259308658441,2940.16,5064,7444,7559,11307,10234,12848,12009,3976,8493,11629,13157
1506195,RUROPOLIS,PA,N,0.29361624954660864,0.46196757553426676,0.34071503444144957,0.13587613027348294,0.004933384181062483,-0.006023959972930625,0.20114637849961495,-0.009405035636328203,-0.02874520445518492,0.472356664184661,0.474957951784713,7.69400446590142,1619,2919,3027,764,855,0.66926,0.579,0.651,45,45,13,0.2371,0.33175,0.41059,0.34344,0.40666,45,11,15,73.77,75.79,14.99,11.9,39529.18619,42445.12112,52128,0.47859989493978494,25752,28497,40068,0.5699177438307873,0.5903821875358659,0.154641598119859,0.22070469413520027,0.197570093,0.32007098160082187,0.48725,0.58941,0.22878894587728685,0.9872863498600691,0.9736116102625536,0.3852989998947257,2434.56,5514,8193,8293,10590,10365,10744,10702,4255,8713,10700,10707
1505486,PACAJA,PA,N,0.19597910400506569,0.4468728952179351,0.5724770298611804,-0.053366083138898485,0.13668676268424088,-0.03715632885894256,-0.10197166891703009,0.09746536919491605,-0.03654398200343991,0.413143989431968,0.39733958232821,3.55172119252733,1238,3203,5271,358,880,0.76465,0.759,0.661,45,45,13,0.1402,0.33032,0.3851,0.31548,0.38445,25,33,23,69.71,82.01,12.48,21.24,48532.56577,62845.6075,76397,0.2835427877037323,29540,31179,40052,0.5888888888888889,0.34508716323296357,0.09810874704491726,0.2283082408874802,0.20709457,0.25048834483656723,0.45102,0.6149,0.1419592812616672,0.9643924541162546,1.7055020972735442,0.4702433849706533,3370.51,6317,9064,9156,13722,12930,15140,14509,4230,10096,13757,15358
1501758,BREJO GRANDE DO ARAGUAIA,PA,N,0.32570806100217864,0.5143224554167173,0.5728058438012015,-0.05545179284547684,-0.04362153857784759,-0.07999646702246622,-0.037094473517954446,-0.019201343511871104,-0.06509513746985612,0.619429836700803,0.63304347826087,4.72267787552441,598,1052,1041,78,520,0.67902,0.584,0.68,45,45,50,0.1796,0.36873,0.42361,0.48858,0.58048,45,23,40,69.01,80.24,17.32,19.61,14927.03753,18340.96305,15796,0.5411241896665259,7686,8243,7324,0.1989676208352886,0.2840150855816652,0.02627874237447208,0.10559907165651292,0.104778497,0.42845234787440956,0.28404,0.57639,0.3621266506406299,1.1720171682807259,1.7927307482250137,0.38430447652553684,786.06,1836,3070,3227,3854,3771,3613,3450,2131,3447,4018,3599
1505437,OURILANDIA DO NORTE,PA,N,0.14936050292651204,0.2765074299391642,0.2944079233783195,-0.10002111073346055,0.16588442807693266,-0.1391950123495821,-0.12280170139261415,0.10066786381102594,0.1616112383673724,0.560127674258109,0.601963122649298,6.54029162369834,689,1314,1923,NA,689,0.80496,0.639,0.699,45,45,13,0.1052,0.35338,0.49767,0.53673,0.61593,45,22,12,67.55,80.1,21.95,21.71,42198.85889,51347.07253,105355,0.2907939624369917,19637,20054,27564,0.5278350515463918,0.06444408996650183,0.012960235640648013,0.054075610145158715,0.114478958,0.10131967355443654,0.27733,0.50233,0.17053897381032712,0.6037819079500497,0.7937204324481207,0.37504424055051355,1782.26,4613,5654,5576,7963,7608,11592,10901,3395,6269,7984,11518
1502939,DOM ELISEU,PA,N,0.2663066057332779,0.3596665287057293,0.342055419151175,0.13332254478415587,0.004990308135799753,-0.0075728569641520535,0.06012840503600215,-0.030451639259142935,-0.008074071635962219,0.52873810419915,0.579977753058954,3.3274442288378703,2564,4408,4240,731,1833,0.61546,0.65,0.665,45,45,13,0.2381,0.34404,0.4384,0.65605,0.69428,14,45,15,76.47,77.52,12.19,15.87,116215.4784,114449.6216,110907,0.45517050221901295,42720,50739,51318,0.42312480547774667,0.3868273908939075,0.03283535636476813,0.10594728051702854,0.181792591,0.3699236472280624,0.32365,0.5616,0.24774249195559558,0.7112975898500047,1.0239524143575354,0.3468652397564004,4251.11,9628,12699,12947,17732,17601,18599,17980,6426,13771,17762,18074
1506583,SANTA MARIA DAS BARREIRAS,PA,N,0.047933884297520664,0.33376732312180885,0.48302128154436563,0.1323382611918137,0.023799780776308208,-0.1410727860495256,0.14729749743706122,0.05751884077665216,-0.14294922297839882,0.547619047619048,0.538122051438137,8.313250821375181,145,1289,2340,NA,145,0.7784,0.624,0.653,15,15,50,0.1028,0.28699,0.42839,0.48187,0.57269,45,40,40,77.87,76.27,11.83,24.95,42834.57842,54676.27594,44450,0.08021601897302474,11739,13710,17198,0.03232852774137178,0.09921174232128296,0.009611183923110528,0.05735254145148138,0.12408629,0.32672094744633606,0.39735,0.57161,0.053424222781449905,0.7443262189312466,1.6734422607279915,0.40904752005835154,1579.73,3025,3244,3177,5516,5193,6888,6571,2289,3679,5609,6755
1600550,PRACUUBA,AP,N,0.12284069097888675,0.5553793574846206,0.49019296854348404,-0.01317093341472406,0.1296660125578114,-0.08092726243189068,-0.0753132652103859,0.06879032709883795,-0.020823325025528156,0.666026871401152,0.766780432309443,1.88924214350043,64,333,380,NA,64,0.61119,0.601,0.66,50,12,12,0.2371,0.304,0.57305,0.69031,0.79498,15,70,15,94.82,88.79,24.77,29.2,10139.07394,12467.19486,15529,0.1789923953123122,2468,2926,3783,0.18870346598202825,0.02821011673151751,0.01797175866495507,0.24708171206225682,0.132944606,0.10700575815738964,0.068,0.42695,0.06021335501746442,0.9922041561726488,1.2915358181337564,0.41530034176349967,249.01,521,1000,972,1692,1395,2084,1758,779,1028,1715,2084
1600105,AMAPA,AP,N,0.031091370558375634,0.19705961152042867,0.4042860712054966,-0.050087331039977534,0.16108148403203154,0.0395223699020134,-0.027441408765860945,0.10720279019633507,-0.03534521030199287,0.679401611047181,0.779034690799397,2.26114368926629,49,315,693,30,19,0.41227,0.614,0.72,25,25,12,0.4111,0.44085,0.699,0.70813,0.83125,45,15,12,83.08,83.63,10.21,20.32,30902.76046,35788.29284,39336,0.057319734815043016,7219,7465,8005,0.3093342981186686,0.035147392290249435,0.06114327062228654,0.14342403628117914,0.106010412,0.12942843646669816,0.06739,0.301,0.010764882592492064,0.4246260053834528,1.1885546533416613,0.4852983924983255,775.75,1576,3339,3196,4156,3520,4345,3978,2764,3528,4226,4234
1600535,PORTO GRANDE,AP,N,0.2283553875236295,0.24484994780793318,0.2977569093610698,-0.06350887454497489,0.03514970333957104,-2.7480668655941663e-4,-0.07188365734498997,0.005484229909862359,-0.0575078111220659,0.65472353087032,0.74841921162384,0.836290609814026,604,881,1176,50,554,0.54627,0.622,0.719,13,15,45,0.2617,0.44345,0.71485,0.68641,0.78912,13,12,15,75.89,79.2,15.78,19.75,67847.5978,71500.16573,69831,0.4362422869438535,12262,15328,16825,0.2173278879813302,0.05102516309412861,0.09043173862310384,0.13443616029822927,0.112615483,0.12194501018329938,0.10388,0.28515,0.2416257454131519,0.5379768190914939,0.8888303120356612,0.34553302453027135,1243.27,2645,4120,4075,6365,5866,8066,7433,3428,4292,6278,7856
1600204,CALCOENE,AP,N,0.005628517823639775,0.23242320385884743,0.40151829540383754,0.06606910139523205,0.17639470368344748,0.13141958408200408,0.05194664634624252,0.08076229119030101,0.03161498940872063,0.63098878695209,0.725711703569815,2.74052479767958,9,437,859,NA,9,0.56747,0.624,0.688,50,12,12,0.2677,0.38193,0.62582,0.65445,0.78042,40,12,15,83.67,81.48,11.84,16.17,30987.41526,40886.10288,51792,0.009620082422300839,7057,7878,8964,0.24271079590228525,0.039162929745889384,0.03743104806934594,0.11420029895366218,0.155670867,0.16611661166116612,0.07997,0.37418,0.0010625614504786865,0.4113779967182215,1.3126606425702811,0.485780451891343,913.36,1599,3176,2897,4121,3534,4905,4426,2538,3345,4047,4545
